日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20260817,932000,中证2000,CSI 2000,002576,通达动力,Jiangsu Tongda Power Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002577,雷柏科技,Shenzhen Rapoo Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002578,闽发铝业,Fujian Minfa Aluminium Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002579,中京电子,Huizhou China Eagle Electronic Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002580,圣阳股份,Shandong Sacred Sun Power Sources Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002584,西陇科学,"XILONG SCIENTIFIC CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002587,奥拓电子,Shenzhen Aoto Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002589,瑞康医药,"Realcan Pharmaceutical Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002590,万安科技,Zhejiang Vie Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002593,日上集团,"XIAMEN SUNRISE GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002599,盛通股份,Beijing Shengtong Printing Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002606,大连电瓷,Dalian Insulator Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002609,捷顺科技,Shenzhen Jieshun Science And Technology Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002612,朗姿股份,Lancy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002613,北玻股份,Luoyang North Glass Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002614,奥佳华,Xiamen Comfort Science & Technology Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002615,哈尔斯,Zhejiang Haers Vacuum Containers Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002616,长青集团,Guangdong Chant Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002627,三峡旅游,"Hubei Three Gorges Tourism Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002628,成都路桥,Chengdu Road & Bridge Engineering Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002631,德尔未来,"Der Future Science & Technology Holding Group Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002632,道明光学,"DAOMING OPTICS&CHEMICAL CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002637,赞宇科技,Zhejiang Zanyu Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002638,勤上股份,Dongguan Kingsun Optoelectronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002640,跨境通,"Global Top E-Commerce Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002641,公元股份,"ERA CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002642,荣联科技,Ronglian Group Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002644,佛慈制药,"Lanzhou Foci Pharmaceutical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002645,华宏科技,Jiangsu Huahong Technology Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002646,天佑德酒,"Qinghai Huzhu TianYouDe Highland Barley Spirit Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002649,博彦科技,BEYONDSOFT CORPORATION,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002655,共达电声,"Shandong Gettop Acoustic Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002658,雪迪龙,"Beijing SDL Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002659,凯文教育,"Beijing Kaiwen Education Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002660,茂硕电源,"Moso Power Supply Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002662,峰璟股份,"Fengjing New Energy Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002663,普邦股份,"PUBANG LANDSCAPE ARCHITECTURE CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002664,信质集团,"Xinzhi Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002666,德联集团,"Guangdong Delian Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002669,康达新材,"Shanghai Kangda New Materials Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002671,龙泉股份,"Shandong Longquan Pipe Industry Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002674,兴业科技,"XINGYE LEATHER TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002676,顺威股份,"GUANGDONG SUNWILL PRECISING PLASTIC CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002677,浙江美大,"Zhejiang Meida Industrial Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002682,龙洲股份,"LONGZHOU GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002685,华东重机,"Wuxi Huadong Heavy Machinery Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002686,亿利达,"ZHEJIANG YILIDA VENTILATOR CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002688,金河生物,"Jinhe Biotechnology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002692,远程股份,"Yuan Cheng Cable Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002695,煌上煌,"Jiangxi Huangshanghuang Group Food Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002697,红旗连锁,"Chengdu Hongqi Chain Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002703,浙江世宝,ZHEJIANG SHIBAO COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002707,众信旅游,"UTour Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002708,光洋股份,CHANGZHOU NRB CORPORATION,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002718,友邦吊顶,"ZHEJIANG YOUPON INTEGRATED CEILING CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002722,物产金轮,"WUCHAN ZHONGDA GERON CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002724,海洋王,"Ocean's King Lighting Science & Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002725,跃岭股份,"Zhejiang Yueling Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002728,特一药业,"TEYI PHARMACEUTICAL GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002730,电光科技,"Dianguang Explosion-proof Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002733,雄韬股份,"SHENZHEN CENTER POWER TECH.CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002734,利民股份,"Limin Chemical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002735,王子新材,"Shenzhen Prince New Materials Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002741,光华科技,"Guangdong Guanghua Sci-Tech Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002746,仙坛股份,"SHANDONG XIANTAN GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002752,昇兴股份,Sunrise Group Company Limited,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002757,南兴股份,"Nanxing Machinery Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002758,浙农股份,"ZJAMP Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002765,蓝黛科技,"Landai Technology Group Corp., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002766,索菱股份,"Shenzhen Soling Industrial Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002769,普路通,"Guangdong Prolto Supply Chain Management Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002771,真视通,Beijing Transtrue Technology Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002772,众兴菌业,"Tianshui Zhongxing Bio-technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002774,快意电梯,"IFE Elevators Co.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002777,久远银海,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002782,可立克,"SHENZHEN CLICK TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002783,凯龙股份,"HUBEI KAILONG CHEMICAL GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002785,万里石,"XIAMEN WANLI STONE STOCK CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002786,银宝山新,"SHENZHEN SILVER BASIS TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002787,华源控股,"Suzhou Hycan Holdings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002788,鹭燕医药,"LUYAN PHARMA CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002793,罗欣药业,"Luoxin Pharmaceuticals Group Stock Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002796,世嘉科技,Suzhou Shijia Science & Technology Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002801,微光股份,"HANGZHOU WEIGUANG ELECTRONIC CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002803,吉宏股份,Xiamen Jihong Package Technology Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002805,丰元股份,"SHANDONG FENGYUAN CHEMICAL CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002810,山东赫达,"SHANDONG HEAD CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002811,郑中设计,"Shenzhen Cheng Chung Design Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002813,路畅科技,"SHENZHEN ROADROVER TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002819,东方中科,"BEIJING ORIENTAL JICHENG CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002823,凯中精密,"Shenzhen Kaizhong Precision Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002824,和胜股份,"GUANGDONG HOSHION INDUSTRIAL ALUMINIUM CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002825,纳尔股份,"SHANGHAI NAR INDUSTRIAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002826,易明医药,TIBET AIM PHARM. INC.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002829,星网宇达,"BeiJing StarNeto Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002833,弘亚数控,"GUANGHZHOU KDT MACHINERY GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002835,同为股份,"SHENZHEN TVT DIGITAL TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002842,翔鹭钨业,"Guangdong Xianglu Tungsten Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002843,泰嘉股份,"Bichamp Cutting Technology (Hunan) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002845,同兴达,"Shenzhen TXD Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002846,英联股份,"Guangdong Enpack Packaging Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002849,威星智能,"Zhejiang Viewshine Intelligent Meter Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002852,道道全,"Daodaoquan Grain and Oil Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002860,星帅尔,"Hangzhou Star Shuaier Electric Appliance Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002862,实丰文化,"Shifeng Cultural Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002863,今飞凯达,"ZHEJIANG JINFEI KAIDA WHEEL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002864,盘龙药业,SHAANXI PANLONG PHARMACEUTICAL GROUP LIMITED BY SHARE LTD,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002866,传艺科技,"Jiangsu Transimage Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002869,金溢科技,"Shenzhen Genvict Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002870,香山股份,Guangdong Senssun Weighing Apparatus Group Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002871,伟隆股份,"QINGDAO WEFLO VALVE CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002875,安奈儿,"Annil Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002876,三利谱,"Shenzhen Sunnypol Optoelectronics Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002877,智能自控,"Wuxi Smart Auto-control Engineering Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002878,元隆雅图,"Beijing Yuanlong Yato Culture Dissemination Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002879,长缆科技,"CHANG LAN TECHNOLOGY GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002884,凌霄泵业,"Guangdong LingXiao Pump Industry Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002885,京泉华,"Shenzhen JingQuanHua Electronics Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002886,沃特股份,"Shenzhen WOTE Advanced Materials Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002889,东方嘉盛,"SHENZHEN EASTTOP SUPPLY CHAIN MANAGEMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002893,京能热力,"Beijing Jingneng Thermal Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002899,英派斯,"IMPULSE (QINGDAO) HEALTH TECH CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002900,哈三联,"HARBIN MEDISAN PHARMACEUTICAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002902,铭普光磁,"Dongguan Mentech Optical & Magnetic Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002903,宇环数控,"YUHUAN CNC MACHINE TOOL CO.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002905,金逸影视,Guangzhou Jinyi Media Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002907,华森制药,"Chongqing Pharscin Pharmaceutical Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002908,德生科技,"GUANGDONG TECSUN SCIENCE & TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002912,中新赛克,"Shenzhen Sinovatio Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002915,中欣氟材,"ZHEJIANG ZHONGXIN FLUORIDE MATERIALS CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002917,金奥博,SHENZHEN KING EXPLORER SCIENCE AND TECHNOLOGY CORPORATION,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002918,蒙娜丽莎,"Monalisa Group CO.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002919,名臣健康,"Mingchen Health Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002923,润都股份,"Zhuhai Rundu Pharmaceutical Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002927,泰永长征,"GUIZHOU TAIYONG-CHANGZHENG TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002930,宏川智慧,"Guangdong Great River Smarter Logistics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002931,锋龙股份,"Zhejiang Fenglong Electric Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002933,新兴装备,"BEIJING EMERGING EASTERN AVIATION EQUIPMENT CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002935,天奥电子,"CHENGDU SPACEON ELECTRONICS CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002937,兴瑞科技,"Ningbo Sunrise Elc Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002940,昂利康,"ZHEJIANG ANGLIKANG PHARMACEUTICAL CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002943,宇晶股份,"Hunan Yujin Machinery Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002950,奥美医疗,"Allmed Medical Products Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002952,亚世光电,"Yes Optoelectronics (Group) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002953,日丰股份,"Guangdong Rifeng Electric Cable Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002955,鸿合科技,"Hitevision Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002956,西麦食品,"GUILIN SEAMILD FOODS CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002957,科瑞技术,"Shenzhen Colibri Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002959,小熊电器,"BEAR ELECTRIC APPLIANCE CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002962,五方光电,"HUBEI W-OLF PHOTOELECTRIC TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002969,嘉美包装,"Jiamei Food Packaging (Chuzhou) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002970,锐明技术,"Streamax Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002971,和远气体,"Hubei Heyuan Gas Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002973,侨银股份,"QiaoYin City Management Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002975,博杰股份,"Zhuhai Bojay Electronics Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002976,瑞玛精密,"Suzhou Cheersson Precision Industry Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002980,华盛昌,"Shenzhen Everbest Machinery Industry Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002981,朝阳科技,RISUNTEK INC.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002982,湘佳股份,Hunan Xiangjia Animal Husbandry Company Limited,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002983,芯瑞达,"Anhui Coreach Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002986,宇新股份,"Guangdong Yussen Energy Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002988,豪美新材,"Guangdong Haomei New Materials Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002989,中天精装,"SHENZHEN STRONGTEAM DECORATION ENGINEERING CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002990,盛视科技,MAXVISION TECHNOLOGY CORP.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002991,甘源食品,"GANYUAN FOODS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002995,天地在线,"Beijing Quanshi World Online Network Information Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002996,顺博合金,"CHONGQING SHUNBO ALUMINUM CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002997,瑞鹄模具,"RAYHOO MOTOR DIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003000,劲仔食品,"JINZAI FOOD GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003001,中岩大地,"Zhongyan Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003002,壶化股份,"Shanxi Huhua Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003005,竞业达,"BEIJING JINGYEDA TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003007,直真科技,"Beijing ZZNode Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003009,中天火箭,"Shaanxi Zhongtian Rocket Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003012,东鹏控股,"Guangdong Dongpeng Holdings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003015,日久光电,"Jiangsu Rijiu Optoelectronics Jointstock Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003016,欣贺股份,"XIN HEE CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003018,金富科技,"JinFu Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003019,宸展光电,"TES Touch Embedded Solutions (Xiamen) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003020,立方制药,"Hefei Lifeon Pharmaceutical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003025,思进智能,"Sijin Intelligent Forming Machinery Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,003026,中晶科技,"Zhejiang MTCN Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
