日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20260817,932000,中证2000,CSI 2000,002034,旺能环境,"WANGNENG ENVIRONMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002035,华帝股份,VATTI CORPORATION LIMITED,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002037,保利联合,"Poly Union Chemical Holding Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002039,黔源电力,Guizhou Qianyuan Power Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002040,南京港,Nanjing Port Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002042,华孚时尚,"HUAFU FASHION CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002052,同洲电子,Shenzhen Coship Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002054,德美化工,Dymatic Chemicals Inc,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002057,中钢天源,"SINOSTEEL NEW MATERIALS CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002059,云南旅游,Yunnan Tourism Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002062,宏润建设,Hongrun Construction Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002066,瑞泰科技,"Ruitai Materials Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002067,景兴纸业,Zhejiang Jingxing Paper Joint Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002079,苏州固锝,Suzhou Good-Ark Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002083,孚日股份,"Sunvim Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002090,金智科技,Wiscom System Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002094,青岛金王,Qingdao Kingking Applied Chemistry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002095,生意宝,Zhejiang Netsun Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002098,浔兴股份,"Fujian SBS Zipper Science and Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002103,广博股份,Guangbo Group Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002106,莱宝高科,"Shenzhen Laibao High-Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002107,沃华医药,Shandong Wohua Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002108,沧州明珠,Cangzhou Mingzhu Plastic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002111,威海广泰,"Weihai Guangtai Airport Equipment Co., Limited",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002112,三变科技,San Bian Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002115,三维通信,Sunwave Communications Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002116,中国海诚,China Haisum Engineering Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002117,东港股份,TUNGKONG INC.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002119,康强电子,Ningbo Kangqiang Electronics Co  Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002124,天邦食品,"Tech-bank Food Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002132,恒星科技,Henan Hengxing Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002134,天津普林,Tianjin Printronics Circuit Co,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002135,东南网架,Zhejiang Southeast Space Frame Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002137,实益达,"SHENZHEN SEA STAR TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002140,东华科技,East China Engineering Science and Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002146,荣盛发展,Risesun Real Estate Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002148,北纬科技,Beijing Bewinner Communications Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002150,正泰电源,"JIANGSU CHINT POWER TECHNOLOGY CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002154,报喜鸟,Zhejiang Baoxiniao Garment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002160,常铝股份,Jiangsu Alcha Aluminum Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002161,远望谷,"Invengo Information Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002162,悦心健康,"SHANGHAI EVERJOY HEALTH GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002164,宁波东力,"NINGBO DONLY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002165,红宝丽,"Hongbaoli Group Corporation,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002166,莱茵生物,Guilin Layn Natural Ingredients Corp,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002167,东方锆业,Guangdong Orient Zirconic Ind Sci & Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002169,智光电气,Guangzhou Zhiguang Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002172,澳洋健康,Jiangsu Aoyang Health Industry Co.ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002177,御银股份,Guangzhou KingTeller Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002178,延华智能,"Shanghai Yanhua Smartech Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002184,海得控制,Shanghai Hi-tech Control System Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002186,全聚德,China Quanjude(Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002187,广百股份,Guangzhou Grandbuy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002189,中光学,"Costar Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002191,劲嘉股份,"SHENZHEN JINJIA GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002196,方正电机,Zhejiang Founder Motor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002201,九鼎新材,"Jiangsu Jiuding New Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002206,海利得,Zhejiang Hailide New Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002208,合肥城建,Hefei Urban Construction Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002210,飞马国际,Shenzhen Feima International Supply Chain Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002213,大为股份,SHENZHEN DAWEI INNOVATION TECHNOLOGY COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002218,拓日新能,Shenzhen Topraysolar Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002219,新里程,"New Journey Health Technology Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002224,三力士,"Sanlux Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002225,濮耐股份,Puyang Refractories Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002228,合兴包装,Xiamen Hexing Packaging Printing Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002229,鸿博股份,"HONGBO CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002232,启明信息,Qiming Information Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002235,安妮股份,Xiamen Anne Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002238,天威视讯,Shenzhen Topway Video Communication Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002242,九阳股份,Joyoung Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002248,华东数控,Weihai Huadong Automation Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002255,海陆重工,Suzhou Hailu Heavy Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002263,大东南,Zhejiang Great Southeast Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002264,新华都,"New Huadu Supercenter Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002269,美邦服饰,Shanghai Metersbonwe Fashion & Accessories Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002272,川润股份,Sichuan Crun Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002274,华昌化工,Jiangsu Huachang Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002277,友阿股份,"Hunan Friendship and Apollo Commercial Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002278,神开股份,Shanghai SK Petroleum & Chemical Equipment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002279,久其软件,Beijing Join-Cheer Software Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002283,天润工业,"Tianrun Industry Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002284,亚太股份,Zhejiang Asia-pacific Mechanical & Electronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002285,世联行,SHENZHEN WORLDUNION GROUP INCORPORATED,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002286,保龄宝,Baolingbao Biology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002293,罗莱生活,"LUOLAI LIFESTYLE TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002296,辉煌科技,Henan Splendor Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002297,博云新材,Hunan Boyun New Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002298,中电鑫龙,"Anhui ZhongDianXinLong Science and Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002300,太阳电缆,Fujian Nanping Sun Cable Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002301,齐心集团,"SHENZHEN COMIX GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002303,美盈森,"MYS GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002314,南山控股,"Shenzhen New Nanshan Holding (Group) Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002321,华英农业,Henan Huaying Agricultural Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002322,理工能科,"Ningbo Ligong Environment And Energy Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002328,新朋股份,Shanghai Xinpeng Industrial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002330,得利斯,Shandong Delisi Food Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002331,皖通科技,Anhui Wantong Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002333,罗普斯金,"ZYF Lopsking Aluminum Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002334,英威腾,Shenzhen INVT Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002337,赛象科技,Tianjin Saixiang Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002339,积成电子,Integrated Electronic Systems Lab Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002342,巨力索具,Juli Sling Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002343,慈文传媒,"Ciwen Media Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002344,海宁皮城,Haining China Leather Market Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002346,柘中股份,"Shanghai Zhezhong Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002348,高乐股份,Goldlok Toys Holdings (Guangdong) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002349,精华制药,Nantong Jinghua Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002350,北京科锐,"Beijing Creative Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002357,富临运业,Sichuan Fulin Transportation Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002358,森源电气,Henan Senyuan Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002361,神剑股份,Anhui Shenjian New Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002362,汉王科技,Hanwang Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002363,隆基机械,Shandong Longji Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002365,永安药业,Qianjiang Yongan Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002367,康力电梯,Canny Elevator Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002369,卓翼科技,Shenzhen Zowee Tech. Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002374,中锐股份,"Shandong Chiway Industry Development Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002375,亚厦股份,Zhejiang Yasha Decoration Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002376,新北洋,Shandong New Beiyang Information Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002377,国创高新,Hubei Guochuang Hi-tech Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002380,科远智慧,"Nanjing Sciyon Wisdom Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002386,天原股份,Yibin Tianyuan Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002390,信邦制药,Guizhou Xinbang Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002391,长青股份,"Jiangsu Changqing Agrichemical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002392,北京利尔,Beijing Lier High-temperature Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002393,力生制药,Tianjin Lisheng Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002394,联发股份,Jiangsu Lianfa Textile Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002395,双象股份,Wuxi Double Elephant Micro Fibre Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002398,垒知集团,"Lets Holdings Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002401,中远海科,"COSCO SHIPPING Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002404,嘉欣丝绸,Zhejiang Jiaxin Silk Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002406,远东传动,Xuchang Yuandong Drive Shaft Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002418,康盛股份,Zhe Jiang Kangsheng Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002419,天虹股份,"Rainbow Digital Commercial Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002420,毅昌科技,Guangzhou Echom Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002427,尤夫股份,Zhejiang Unifull Industrial Fiber Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002437,誉衡药业,Harbin Gloria Pharmaceuticals Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002438,江苏神通,Jiangsu Shentong Valve Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002440,闰土股份,Zhejiang Runtu Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002441,众业达,Zhongyeda Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002443,金洲管道,Zhejiang Kingland Pipeline and Technologies Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002445,中南文化,"Zhongnan Red Culture Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002446,盛路通信,Guangdong Shenglu Telecommunication Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002448,中原内配,ZYNP Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002449,国星光电,Foshan NationStar Optoelectronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002451,摩恩电气,Shanghai Morn Electric Equipment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002452,长高电气,"Changgao Electric Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002454,松芝股份,"Songz Automobile Air Conditioning Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002455,百川股份,Wuxi Baichuan Chemical Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002457,青龙管业,"Qinglong Pipes Industry Group Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002462,嘉事堂,Cachet Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002467,二六三,Net263 Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002469,三维化学,"SHANDONG SUNWAY CHEMICAL GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002471,中超控股,"Jiangsu Zhongchao Holding CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002474,榕基软件,Fujian Rongji Software Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002476,新叶股份,"Shandong Newleaf Chemical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002478,常宝股份,Jiangsu Changbao Steeltube Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002479,富春环保,Zhejiang Fuchunjiang Environmental Thermoelectric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002480,新筑股份,Chengdu Xinzhu Road & Bridge Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002481,双塔食品,Yantai Shuang Ta Food Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002483,润邦股份,Jiangsu Rainbow Heavy Industries Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002489,浙江永强,Yotrio Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002491,通鼎互联,"TONGDING INTERCONNECTION INFORMATION CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002510,天汽模,Tianjin Motor Dies Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002515,金字火腿,Jinzi Ham Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002519,银河电子,Jiangsu Yinhe Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002520,日发精机,"Zhejiang RIFA Precision Machinery Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002522,浙江众成,Zhejiang Zhongcheng Packing Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002523,天桥起重,Zhuzhou Tianqiao Crane Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002526,山东矿机,Shandong Mining Machinery Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002527,新时达,Shanghai STEP Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002530,金财互联,JC Finance & Tax Interconnect Holdings Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002533,金杯电工,Goldcup Electric Apparatus Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002540,亚太科技,Jiangsu Asia-Pacific Light Alloy Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002543,万和电气,Guangdong Vanward New Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002546,新联电子,Nanjing Xinlian Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002548,金新农,"Shenzhen Jinxinnong Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002551,尚荣医疗,Shenzhen Glory Medical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002552,宝鼎科技,"Baoding Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002553,南方精工,"Jiangsu NanFang Precision Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002554,惠博普,China Oil Hbp Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002556,辉隆股份,Anhui Huilong Agricultural Means of Production Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002559,亚威股份,Jiangsu Yawei Machine Tool Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002560,通达股份,Henan Tong-Da Cable Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002561,徐家汇,Shanghai Xujiahui Commercial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002562,兄弟科技,Brother Enterprises Holding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002564,天沃科技,"SUZHOU THVOW TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002565,顺灏股份,"Shanghai Shunho New Materials Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002570,贝因美,"Beingmate Baby & Child Food Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002574,明牌珠宝,Zhejiang Ming Jewelry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260817,932000,中证2000,CSI 2000,002575,群兴玩具,Guangdong Qunxing Toys Joint-Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
